scc_id,child_uuid,child_label,child_internal_ids,parent_uuid,parent_label,parent_internal_ids,reason,source
212,32dc3f35-c526-4995-bdc2-8b7e56ca79f0,Sight-singing,https://linked-art.library.yale.edu/node/242be083-a417-4d3c-9d46-d600451207c7,352098ce-4b60-478f-8dbd-7bcf8ece1187,Solmization,https://linked-art.library.yale.edu/node/2aed3f5a-336c-40ce-98bb-ffd2aed253cf,"Sight-singing is a practice, not a subset of solmization.",scc0212_proposed_deletions.json
213,07f4b88f-3a7a-4cf5-a254-27cafbf31630,Lumbricidae,https://images.peabody.yale.edu/data/taxon/1/6a/16a3495b-2e9e-4f0d-99eb-77c646761623.json https://linked-art.library.yale.edu/node/d07ceea7-16cc-440d-8a5e-3329d58410f4,1948c8a9-0fd8-4014-99f0-2f2f20635060,Earthworms,https://linked-art.library.yale.edu/node/9ee2b78a-fab8-4c81-aef8-5110c2ce0c9f https://images.peabody.yale.edu/data/taxon/3/f9/3f97d015-22a1-4a9e-a8b1-0a37ca7fb2d8.json https://images.peabody.yale.edu/data/taxon/6/97/697108b3-a76c-4b61-8321-5266ce4687bc.json,"Lumbricidae is the broader family, not the narrower concept.",scc0213_proposed_deletions.json
214,70f90759-fbb0-44b7-b9e6-bcd03e33f1c2,Numida meleagris,https://images.peabody.yale.edu/data/taxon/e/c5/ec567b4d-23b8-4146-a3af-d4816cb4c8cb.json https://linked-art.library.yale.edu/node/46de1bfb-58cb-4e6e-bd35-b2567a8319c0,cc054e2d-50bc-42ec-93d4-921105be7769,,,Species cannot be broader than its own genus.,scc0214_proposed_deletions.json
215,9900527f-d34b-4126-8b5c-b96ef9df4527,hair accessories,,29fb2970-9ac4-48d0-bc20-7fabb0ed09f0,hair adornments,,These terms are synonyms and not hierarchically related.,scc0215_proposed_deletions.json
215,29fb2970-9ac4-48d0-bc20-7fabb0ed09f0,hair adornments,,9900527f-d34b-4126-8b5c-b96ef9df4527,hair accessories,,These terms are synonyms and not hierarchically related.,scc0215_proposed_deletions.json
216,66bbcd22-9bde-47e4-b977-fe3ba8f4aa41,Coding theory,https://linked-art.library.yale.edu/node/7eee6c21-5ace-4b10-bee4-982d4a3139af,62124fce-7382-4480-9898-26e7a0a924fa,entropy coding,,Coding theory is broader than the specific entropy coding.,scc0216_proposed_deletions.json
217,652b5bb2-918d-4e87-89f0-38082f0c1bd6,Cables,https://linked-art.library.yale.edu/node/6ae4e0a1-fc04-47ca-b172-527ffb9ba42d,6639f15b-1f2e-43f3-a391-9f0016fd3444,Wire rope,https://linked-art.library.yale.edu/node/5889e2aa-d686-48b9-af8a-0fe90ebd68e6,Cables is a broader category than wire rope.,scc0217_proposed_deletions.json
218,4cb0ca17-7e7c-447f-9b44-e6c967cc917e,4cb0ca17,,ca6532d5-5571-4a58-ba8a-2fb54d71726d,Academic writing,https://linked-art.library.yale.edu/node/0f613c5e-12ae-471b-b807-0df462ecd084,General written works are not a subset of academic writing.,scc0218_proposed_deletions.json
219,51847e18-9626-4058-8b4a-f22a8d78d546,Drug dependence,https://linked-art.library.yale.edu/node/042789df-b55c-4443-a48a-07056fe51fa1 https://linked-art.library.yale.edu/node/1fcc24e4-737a-40fb-82ba-7ca8c067b2e7 https://linked-art.library.yale.edu/node/0644f87b-6756-4c9c-a400-04e755bf839e https://linked-art.library.yale.edu/node/a3585661-ad24-4d12-a918-d6b21bd97b87 https://linked-art.library.yale.edu/node/25ba5418-800d-4981-bcd8-fa5d9e5cec70 https://linked-art.library.yale.edu/node/d9d8bf69-cf5f-445f-92e0-2133d5a4e009 https://linked-art.library.yale.edu/node/887565b5-ffd8-490d-b58c-7ef3927bf12f,d0a6dbe7-c8a4-4cb1-9ead-c67cc6a8579c,Drug abuse,https://linked-art.library.yale.edu/node/18c524aa-8121-43ac-8cf3-1aa7becc6b0f,These terms are synonyms and not hierarchically related.,scc0219_proposed_deletions.json
219,d0a6dbe7-c8a4-4cb1-9ead-c67cc6a8579c,Drug abuse,https://linked-art.library.yale.edu/node/18c524aa-8121-43ac-8cf3-1aa7becc6b0f,51847e18-9626-4058-8b4a-f22a8d78d546,Drug dependence,https://linked-art.library.yale.edu/node/042789df-b55c-4443-a48a-07056fe51fa1 https://linked-art.library.yale.edu/node/1fcc24e4-737a-40fb-82ba-7ca8c067b2e7 https://linked-art.library.yale.edu/node/0644f87b-6756-4c9c-a400-04e755bf839e https://linked-art.library.yale.edu/node/a3585661-ad24-4d12-a918-d6b21bd97b87 https://linked-art.library.yale.edu/node/25ba5418-800d-4981-bcd8-fa5d9e5cec70 https://linked-art.library.yale.edu/node/d9d8bf69-cf5f-445f-92e0-2133d5a4e009 https://linked-art.library.yale.edu/node/887565b5-ffd8-490d-b58c-7ef3927bf12f,These terms are synonyms and not hierarchically related.,scc0219_proposed_deletions.json
220,09e518ee-8eee-4f0b-b4c3-0de63ceeed53,"Fortification, Field",https://linked-art.library.yale.edu/node/92f6b920-eacd-43d3-885c-a66a670f90f5,aa9e06ff-cdca-49a0-872c-c1d4dc2ad679,Intrenchments,https://linked-art.library.yale.edu/node/50830a7f-f50e-4d8a-ab8f-d23962026b5f,Field fortification is a broader category than specific intrenchments.,scc0220_proposed_deletions.json
221,e8878432-082c-4a2a-8d0c-1e46ccbb0c60,Tanks (Military science),https://linked-art.library.yale.edu/node/86095e35-2438-4321-b748-1c84ac57fbd8 https://linked-art.library.yale.edu/node/f212e6b7-472a-4a3b-8816-a3c74a901ad9,cf6321ea-6a5e-48f9-90cb-246851dd00ec,"Armored vehicles, Military",https://linked-art.library.yale.edu/node/eb6c148d-d8b3-41fc-8868-1d7e4e31dbbe https://linked-art.library.yale.edu/node/dc54e5bc-d049-409e-b276-e0515129f31b,Tanks are a specific type of armored vehicle.,scc0221_proposed_deletions.json
222,15f522b0-6b0c-4c66-9f62-e47331e8d2a7,Family-owned business enterprises,https://linked-art.library.yale.edu/node/5c0c048a-b877-459c-93ad-9aee18a3e5e8,747f55ce-f8da-4214-b47d-4a23d835724a,Family corporations,https://linked-art.library.yale.edu/node/37046f65-ac97-436f-8bb4-f64f2e5f887e,These terms are synonymous and should not be broader.,scc0222_proposed_deletions.json
223,9eaf3378-13ef-457a-a9f4-2f2942a0fb5d,rugs (textiles),https://linked-art.library.yale.edu/node/d658da96-f23f-4a06-b6df-d29960b49f90 https://linked-art.library.yale.edu/node/85a97417-6120-4710-badb-35aa69f1c169 https://data.paul-mellon-centre.ac.uk/concept/kuhfx4w2 https://linked-art.library.yale.edu/node/484db5d8-9d74-4a25-978a-9dea8d84f132,74ec77b6-0562-44c9-8c72-1b29aa5f7ab1,<rugs by form>,,General category cannot be a sub-type of specific form.,scc0223_proposed_deletions.json
224,24b77279-621a-4a8b-83fc-4864c9c6299a,Magmatism,https://linked-art.library.yale.edu/node/2e826c87-574a-40cd-9742-646d28169743,d42f9302-e5c7-4d5d-99de-cf1bbf0677ea,Volcanism,https://linked-art.library.yale.edu/node/c42d92ab-3130-4c37-b3b3-2158142b3dc3,Magmatism is not a subset of volcanism.,scc0224_proposed_deletions.json
224,d42f9302-e5c7-4d5d-99de-cf1bbf0677ea,Volcanism,https://linked-art.library.yale.edu/node/c42d92ab-3130-4c37-b3b3-2158142b3dc3,24b77279-621a-4a8b-83fc-4864c9c6299a,Magmatism,https://linked-art.library.yale.edu/node/2e826c87-574a-40cd-9742-646d28169743,Volcanism is not a subset of magmatism.,scc0224_proposed_deletions.json
225,df35a33e-6eaa-4c9d-9759-6df766f445a4,Lodging-houses,https://linked-art.library.yale.edu/node/c99c3596-bfd4-4120-9f4b-79aca6e70a4c,8b42c8c2-1ac2-443d-a9da-e5f8120e5ebe,hostels,https://linked-art.library.yale.edu/node/7abc4887-4ed8-4bd1-9c52-0a4819d44d37 https://linked-art.library.yale.edu/node/8fb508b0-9768-4e7b-b85a-6aa2bba47b3b https://linked-art.library.yale.edu/node/6e37da23-18d9-480c-ba82-f2a0cd06c23e https://data.paul-mellon-centre.ac.uk/concept/evm4q9xx https://linked-art.library.yale.edu/node/85a1847b-bc41-41fb-b17f-e34b7f422739 https://linked-art.library.yale.edu/node/786ccd5c-2464-4814-abee-1992ce795896 https://linked-art.library.yale.edu/node/49e55b18-3c17-4bfa-acd6-192ed062e0ee,Lodging-houses are not a type of hostel.,scc0225_proposed_deletions.json
225,8b42c8c2-1ac2-443d-a9da-e5f8120e5ebe,hostels,https://linked-art.library.yale.edu/node/7abc4887-4ed8-4bd1-9c52-0a4819d44d37 https://linked-art.library.yale.edu/node/8fb508b0-9768-4e7b-b85a-6aa2bba47b3b https://linked-art.library.yale.edu/node/6e37da23-18d9-480c-ba82-f2a0cd06c23e https://data.paul-mellon-centre.ac.uk/concept/evm4q9xx https://linked-art.library.yale.edu/node/85a1847b-bc41-41fb-b17f-e34b7f422739 https://linked-art.library.yale.edu/node/786ccd5c-2464-4814-abee-1992ce795896 https://linked-art.library.yale.edu/node/49e55b18-3c17-4bfa-acd6-192ed062e0ee,df35a33e-6eaa-4c9d-9759-6df766f445a4,Lodging-houses,https://linked-art.library.yale.edu/node/c99c3596-bfd4-4120-9f4b-79aca6e70a4c,Hostels are not a type of lodging-house.,scc0225_proposed_deletions.json
226,cc819ae7-756e-4adf-a6f4-0306862fcc5c,Ribes,https://images.peabody.yale.edu/data/taxon/e/8b/e8b24d03-7cc8-40b2-9a50-a414e569a037.json https://linked-art.library.yale.edu/node/1a5b3a2d-2234-4947-b2a0-db55003126d4 https://linked-art.library.yale.edu/node/77e853a5-962f-4710-97a7-7d712f57d68d,6d8de800-97d3-4e1f-ba8a-c49adf32a621,Currants,https://linked-art.library.yale.edu/node/96f2e398-91d9-4332-a7a7-9c187468eed6,"Ribes is the genus, not a narrower term of Currants.",scc0226_proposed_deletions.json
227,26bc4991-aafc-4bf9-a66b-ffdfdfa862bc,Marlins,https://linked-art.library.yale.edu/node/b8782b9a-f570-47b3-8e22-fa6759a29afa,b842c334-6ab5-4f2f-b9fa-a75b7cf52161,Makaira,https://images.peabody.yale.edu/data/taxon/0/1e/01e5947b-06c2-4c0f-bf05-e14451e45267.json https://linked-art.library.yale.edu/node/0ffa2fcd-24de-40ab-84f0-b4ca5237cecd https://linked-art.library.yale.edu/node/d10979a4-fccd-4163-a30b-c59e766509d9 https://images.peabody.yale.edu/data/taxon/3/d2/3d252312-7b58-4f21-9667-f267f3a2cd8a.json,"Marlins is a family, not a narrower term of Makaira.",scc0227_proposed_deletions.json
227,b842c334-6ab5-4f2f-b9fa-a75b7cf52161,Makaira,https://images.peabody.yale.edu/data/taxon/0/1e/01e5947b-06c2-4c0f-bf05-e14451e45267.json https://linked-art.library.yale.edu/node/0ffa2fcd-24de-40ab-84f0-b4ca5237cecd https://linked-art.library.yale.edu/node/d10979a4-fccd-4163-a30b-c59e766509d9 https://images.peabody.yale.edu/data/taxon/3/d2/3d252312-7b58-4f21-9667-f267f3a2cd8a.json,26bc4991-aafc-4bf9-a66b-ffdfdfa862bc,Marlins,https://linked-art.library.yale.edu/node/b8782b9a-f570-47b3-8e22-fa6759a29afa,"Makaira is a genus, not a broader term than Marlins.",scc0227_proposed_deletions.json
228,8dccc9d2-7363-40cf-95f8-d8b3f00395a7,Elementary schools,https://linked-art.library.yale.edu/node/df02fed1-6e91-4087-8026-db0ce33bd847,0dd5e239-7ba3-4ac6-afd0-0c742e51c58f,Education (Elementary),https://linked-art.library.yale.edu/node/49c1f246-cf6a-492d-8af9-e65c5263caed https://linked-art.library.yale.edu/node/76920717-12e7-4460-acc5-95924dd8ad37 https://linked-art.library.yale.edu/node/8ffb5625-2d61-4453-82a8-d2fc8855e9cb https://linked-art.library.yale.edu/node/0950bd03-9fef-4877-954e-4448e6110f22 https://linked-art.library.yale.edu/node/0b3d13d8-c7a4-4363-9f17-0a1f7f7932e5,Buildings are not a subset of an educational process.,scc0228_proposed_deletions.json
228,0dd5e239-7ba3-4ac6-afd0-0c742e51c58f,Education (Elementary),https://linked-art.library.yale.edu/node/49c1f246-cf6a-492d-8af9-e65c5263caed https://linked-art.library.yale.edu/node/76920717-12e7-4460-acc5-95924dd8ad37 https://linked-art.library.yale.edu/node/8ffb5625-2d61-4453-82a8-d2fc8855e9cb https://linked-art.library.yale.edu/node/0950bd03-9fef-4877-954e-4448e6110f22 https://linked-art.library.yale.edu/node/0b3d13d8-c7a4-4363-9f17-0a1f7f7932e5,8dccc9d2-7363-40cf-95f8-d8b3f00395a7,Elementary schools,https://linked-art.library.yale.edu/node/df02fed1-6e91-4087-8026-db0ce33bd847,Education is not a subset of a school building.,scc0228_proposed_deletions.json
229,cb5502cc-edfd-4392-9004-0eaa88333487,"France--History--Occupation and evacuation, 1871-1873",,50d4ddad-777f-4ed8-9ee8-299695cbc516,"Franco-Prussian War, 1870-1871",https://linked-art.library.yale.edu/node/ea0dabdc-6e12-42a6-88bb-5ad52e63f9d9,"Occupation is a consequence, not a subset of the war.",scc0229_proposed_deletions.json
229,50d4ddad-777f-4ed8-9ee8-299695cbc516,"Franco-Prussian War, 1870-1871",https://linked-art.library.yale.edu/node/ea0dabdc-6e12-42a6-88bb-5ad52e63f9d9,cb5502cc-edfd-4392-9004-0eaa88333487,"France--History--Occupation and evacuation, 1871-1873",,The war is not a subset of the occupation period.,scc0229_proposed_deletions.json
230,42736756-a4b3-4bd4-a709-e518adde8211,Boaters (Persons),https://linked-art.library.yale.edu/node/44f0b646-9b5a-447a-9a3d-46bca59bbaf4,9ba9acb6-3a45-408a-b2ad-dafeb239b747,seamen,https://linked-art.library.yale.edu/node/88ee4d2c-2277-49f0-8fb9-58f94c3592d8 https://linked-art.library.yale.edu/node/8a4bbbe1-2ade-4910-8b7d-7fbe87c47230 https://linked-art.library.yale.edu/node/a9c4831f-424b-4a86-87cd-216c6549748e https://linked-art.library.yale.edu/node/62aa1d81-e7ad-4e57-bdf8-14fed7e59065 https://linked-art.library.yale.edu/node/4908011b-ef7a-42a4-b163-7b39922e3655 https://linked-art.library.yale.edu/node/b6ea5d3c-82c8-4355-a19e-6080cfb2413a https://linked-art.library.yale.edu/node/de5a0729-d040-47e0-9fbf-0b15db8df52a https://linked-art.library.yale.edu/node/7e755f26-5e86-4f2f-9e21-32899e6188ae,Boaters are not a subset of seamen.,scc0230_proposed_deletions.json
230,9ba9acb6-3a45-408a-b2ad-dafeb239b747,seamen,https://linked-art.library.yale.edu/node/88ee4d2c-2277-49f0-8fb9-58f94c3592d8 https://linked-art.library.yale.edu/node/8a4bbbe1-2ade-4910-8b7d-7fbe87c47230 https://linked-art.library.yale.edu/node/a9c4831f-424b-4a86-87cd-216c6549748e https://linked-art.library.yale.edu/node/62aa1d81-e7ad-4e57-bdf8-14fed7e59065 https://linked-art.library.yale.edu/node/4908011b-ef7a-42a4-b163-7b39922e3655 https://linked-art.library.yale.edu/node/b6ea5d3c-82c8-4355-a19e-6080cfb2413a https://linked-art.library.yale.edu/node/de5a0729-d040-47e0-9fbf-0b15db8df52a https://linked-art.library.yale.edu/node/7e755f26-5e86-4f2f-9e21-32899e6188ae,42736756-a4b3-4bd4-a709-e518adde8211,Boaters (Persons),https://linked-art.library.yale.edu/node/44f0b646-9b5a-447a-9a3d-46bca59bbaf4,Seamen are not a subset of boaters.,scc0230_proposed_deletions.json
231,ec88e4c9-321c-4e53-84d3-b69d4bdef604,Heterodontidae,https://images.peabody.yale.edu/data/taxon/7/4e/74eabdd1-0944-4c8e-9d98-0b5e069b3220.json,22e7f7a1-1ae5-4dd0-b8d8-adca3b14c3a3,Heterodontus,https://images.peabody.yale.edu/data/taxon/c/12/c12d6549-f501-4148-848f-eea5b9543229.json https://images.peabody.yale.edu/data/taxon/c/aa/caaef0e7-1c1c-4909-8a40-f099d08b1a48.json,Family Heterodontidae is broader than genus Heterodontus.,scc0231_proposed_deletions.json
232,f9dbb562-9718-4214-958c-c98e7ae4868b,,,081a33f0-7c7a-431e-bba1-36776e9613af,Horses,https://linked-art.library.yale.edu/node/9f87f17f-30a3-4fa1-97da-a898857385a9 https://linked-art.library.yale.edu/node/bd14cc24-713d-4ca5-b595-d3e76e6b78bc https://linked-art.library.yale.edu/node/584111ee-3b23-46ef-b126-8f43a8bf897c https://linked-art.library.yale.edu/node/049b5cec-fbda-4c2b-84dc-5577a311decd,These concepts are unrelated and do not share hierarchy.,scc0232_proposed_deletions.json
232,081a33f0-7c7a-431e-bba1-36776e9613af,Horses,https://linked-art.library.yale.edu/node/9f87f17f-30a3-4fa1-97da-a898857385a9 https://linked-art.library.yale.edu/node/bd14cc24-713d-4ca5-b595-d3e76e6b78bc https://linked-art.library.yale.edu/node/584111ee-3b23-46ef-b126-8f43a8bf897c https://linked-art.library.yale.edu/node/049b5cec-fbda-4c2b-84dc-5577a311decd,f9dbb562-9718-4214-958c-c98e7ae4868b,,,These concepts are unrelated and do not share hierarchy.,scc0232_proposed_deletions.json
233,f8856c08-c72c-432e-9158-1b67c4ff685b,Capital stock,https://linked-art.library.yale.edu/node/1468c61e-2a1b-4e31-bb7f-3e9e3a338678,9106151e-72ee-4a79-9229-90bc7549fd08,Stocks,https://linked-art.library.yale.edu/node/33d35e88-a45b-491b-93fa-4c37e6ec50f4 https://linked-art.library.yale.edu/node/61f146a5-fbc6-456c-9589-85c91afb5836 https://linked-art.library.yale.edu/node/ee9b5365-4188-4d68-8b6c-3a729ae7690b https://linked-art.library.yale.edu/node/8122e571-691c-4df8-a37f-e68c42ffa484 https://linked-art.library.yale.edu/node/66edf81a-6ca8-408a-a386-16515f10549a https://linked-art.library.yale.edu/node/c69c2a52-db86-49a3-8041-7b3402c6954a,Capital stock is not a type of individual stock.,scc0233_proposed_deletions.json
233,9106151e-72ee-4a79-9229-90bc7549fd08,Stocks,https://linked-art.library.yale.edu/node/33d35e88-a45b-491b-93fa-4c37e6ec50f4 https://linked-art.library.yale.edu/node/61f146a5-fbc6-456c-9589-85c91afb5836 https://linked-art.library.yale.edu/node/ee9b5365-4188-4d68-8b6c-3a729ae7690b https://linked-art.library.yale.edu/node/8122e571-691c-4df8-a37f-e68c42ffa484 https://linked-art.library.yale.edu/node/66edf81a-6ca8-408a-a386-16515f10549a https://linked-art.library.yale.edu/node/c69c2a52-db86-49a3-8041-7b3402c6954a,f8856c08-c72c-432e-9158-1b67c4ff685b,Capital stock,https://linked-art.library.yale.edu/node/1468c61e-2a1b-4e31-bb7f-3e9e3a338678,Stocks are not a type of capital stock.,scc0233_proposed_deletions.json
234,951e36a7-d114-494c-8168-181b79e5b07a,Callaeidae,,f7211db7-f543-473e-959c-e36c80ff055b,Callaeas,,"A family is broader than a genus, not narrower.",scc0234_proposed_deletions.json
235,ca315f98-e3f5-445d-9bee-c2ecb136cbac,endoscopy,https://linked-art.library.yale.edu/node/2310f5b3-0c6f-4746-9cb2-d1f8afe89567,74b78ae3-cfee-4e51-9a28-2f726e0cc65a,Endoscopic surgery,https://linked-art.library.yale.edu/node/2292cf3b-c762-4f03-94b8-d2c3e69a08b2,"Endoscopy is the broader field, not a subset of surgery.",scc0235_proposed_deletions.json
236,2ed282f2-821e-4973-885a-195f697196f0,Rock music,https://linked-art.library.yale.edu/node/4dd2ebfd-9ebc-42cc-8ca5-e9163148da2e https://linked-art.library.yale.edu/node/04a1383d-1253-4db0-98fb-48f780c344f8 https://linked-art.library.yale.edu/node/014d83b6-c9d4-48c3-a237-5fb5b61f4758,eca9fdd9-3b34-41eb-839d-aea9636ca344,Heavy metal (Music),https://linked-art.library.yale.edu/node/928b2ae6-4d0d-4a1a-8845-d09d9669b640 https://linked-art.library.yale.edu/node/3f1f6e7b-7f91-48a7-9511-c839a3c81745,"Rock music is broader than Heavy metal, not narrower.",scc0236_proposed_deletions.json
237,efe3f2fa-18fd-4a00-ac12-1e71c0ed27b1,Crotalus,https://images.peabody.yale.edu/data/taxon/a/62/a628d586-e738-4503-ad5b-58e752c0fc75.json,7c7599db-bf8a-407e-bb43-ab1f0818452f,Rattlesnakes,https://linked-art.library.yale.edu/node/4d74f6c6-eb3a-4b0f-90d9-78e92aada1bd https://images.peabody.yale.edu/data/taxon/0/26/026ce40a-b0ec-4134-ac62-059ec55f7bdb.json,"Crotalus is a genus, not a subset of rattlesnakes.",scc0237_proposed_deletions.json
238,10c1697c-0815-43aa-92b1-5d66d828addc,patents,https://linked-art.library.yale.edu/node/e2022c96-a97c-40d6-8a82-5ee5ed7e82dc https://linked-art.library.yale.edu/node/a3d6f33c-fb92-4e31-bd0d-eb9fd1a3b1d8 https://linked-art.library.yale.edu/node/8ddcd32d-3a3e-4361-902f-c772fbc8ca6c https://linked-art.library.yale.edu/node/72352501-4ace-48a1-832a-634012fc9ae4 https://linked-art.library.yale.edu/node/880e23df-e491-4821-9a53-fdf45b34ef30,24b60893-637e-4516-b041-964ea15e2c14,Patent laws and legislation,https://linked-art.library.yale.edu/node/39683874-6184-476d-be67-a1f223b91ef9 https://linked-art.library.yale.edu/node/64196ea9-15d8-4a73-8168-16f25f1739f7,"Patents are documents, not a subset of patent law.",scc0238_proposed_deletions.json
238,24b60893-637e-4516-b041-964ea15e2c14,Patent laws and legislation,https://linked-art.library.yale.edu/node/39683874-6184-476d-be67-a1f223b91ef9 https://linked-art.library.yale.edu/node/64196ea9-15d8-4a73-8168-16f25f1739f7,10c1697c-0815-43aa-92b1-5d66d828addc,patents,https://linked-art.library.yale.edu/node/e2022c96-a97c-40d6-8a82-5ee5ed7e82dc https://linked-art.library.yale.edu/node/a3d6f33c-fb92-4e31-bd0d-eb9fd1a3b1d8 https://linked-art.library.yale.edu/node/8ddcd32d-3a3e-4361-902f-c772fbc8ca6c https://linked-art.library.yale.edu/node/72352501-4ace-48a1-832a-634012fc9ae4 https://linked-art.library.yale.edu/node/880e23df-e491-4821-9a53-fdf45b34ef30,"Patent law is a legal field, not a patent.",scc0238_proposed_deletions.json
239,4b593aab-f3c9-46ab-b8e2-dcda8abeb183,Clerks (Retail trade),https://linked-art.library.yale.edu/node/b8635c7e-dfbd-42a7-99e8-da505eacb6eb,8f19a00d-96e5-4be3-8c36-3e4671c786cd,Women sales personnel,https://linked-art.library.yale.edu/node/dbec2b84-dfa1-4929-8202-3d365fa3be18 https://linked-art.library.yale.edu/node/739d6e5f-a767-443f-bc10-643fd671487d https://linked-art.library.yale.edu/node/203ab118-e985-455f-848e-8989ae7a5b57,"Clerks is a broader category, not a narrower one.",scc0239_proposed_deletions.json
240,78513064-4908-4fda-a270-1454bfc9e3a1,Somatic hybrids,https://linked-art.library.yale.edu/node/fc0fb745-98b1-481d-92e9-d756f31084e4 https://linked-art.library.yale.edu/node/169116a1-3b51-45ef-847c-af721db2b938,19e19d0f-ea99-4c53-b2cc-adc37880f1a9,Cell hybridization,https://linked-art.library.yale.edu/node/190b254d-adf7-417d-8304-521a0b417ec7,Somatic hybrids are the result of cell hybridization.,scc0240_proposed_deletions.json
241,4a39135a-d647-4d0f-9521-121d863ea4e8,Culverts,https://images.peabody.yale.edu/data/taxon/e/3f/e3fd7538-4d7c-44d2-9d13-ad6ce25541b5.json https://linked-art.library.yale.edu/node/a643a32c-6705-4c23-a9d3-98ab14b6cebc,e03b1276-5f41-46c5-a97f-de4286706a2e,Gavia,https://linked-art.library.yale.edu/node/3d4ab246-8615-44bb-b797-158c0896accd https://images.peabody.yale.edu/data/taxon/d/0e/d0e1240e-2a27-4899-b3e0-9dc5f2b97d7f.json https://images.peabody.yale.edu/data/taxon/d/36/d36b75a5-bdc2-48fb-a949-d09c8e405f03.json,Culverts are not a type of Gavia bird.,scc0241_proposed_deletions.json
241,e03b1276-5f41-46c5-a97f-de4286706a2e,Gavia,https://linked-art.library.yale.edu/node/3d4ab246-8615-44bb-b797-158c0896accd https://images.peabody.yale.edu/data/taxon/d/0e/d0e1240e-2a27-4899-b3e0-9dc5f2b97d7f.json https://images.peabody.yale.edu/data/taxon/d/36/d36b75a5-bdc2-48fb-a949-d09c8e405f03.json,4a39135a-d647-4d0f-9521-121d863ea4e8,Culverts,https://images.peabody.yale.edu/data/taxon/e/3f/e3fd7538-4d7c-44d2-9d13-ad6ce25541b5.json https://linked-art.library.yale.edu/node/a643a32c-6705-4c23-a9d3-98ab14b6cebc,Gavia is not a type of culvert.,scc0241_proposed_deletions.json
242,79931df0-c022-472e-a6e5-d1c83662ad8e,quilts,https://linked-art.library.yale.edu/node/b4fff365-c56b-4db9-a20f-d1c0c0bc60da https://linked-art.library.yale.edu/node/69861577-4728-4e47-86eb-a0b92fbf0e67,b3af305f-811d-4960-97e8-ce858674d91a,Quilted goods,https://linked-art.library.yale.edu/node/4ac2aa3e-c5c7-4832-a1dc-e7f618118ab3,"Quilts are a type of quilted goods, not broader.",scc0242_proposed_deletions.json
243,f7f9d011-998a-4cf6-b4d0-cb709e4d53de,Baleen whales,https://linked-art.library.yale.edu/node/ddec9a79-68b2-45a6-ad8d-8edf906f8fd8,25bfe4fd-622a-4dc3-9ee5-a361ccd11a96,Balaenopteridae,https://images.peabody.yale.edu/data/taxon/9/9f/99f8f595-7d92-4a1d-96f7-60c1905819f9.json,"Baleen whales are the broader group, not the narrower.",scc0243_proposed_deletions.json
244,256a7aaf-b395-4b31-8d5c-c186c16b80d0,"Steel, Stainless",https://linked-art.library.yale.edu/node/508f3fc7-a244-4e4e-8dc5-e5b6f3c49077 https://linked-art.library.yale.edu/node/3269d63d-b3f3-4212-b804-e4d9abe67221,16c904f8-1cea-45b6-b741-2d1cff8a862e,Chrome-nickel steel,https://linked-art.library.yale.edu/node/7c3b3b28-48e2-43b6-b7bc-46f6d7a28b92,Stainless steel is broader than chrome-nickel steel.,scc0244_proposed_deletions.json
245,9ce47e98-0077-4672-8623-862dc482b41c,Free ports and zones,https://linked-art.library.yale.edu/node/c1c8f22c-a2d5-4892-a633-0ea0dae3ebb7,0a4ca6c8-046e-43b2-b688-0dde6668a6c3,Export processing zones,https://linked-art.library.yale.edu/node/24b40871-ce34-484e-946e-31aa502c3fc9,Free ports are broader than export processing zones.,scc0245_proposed_deletions.json
246,3a16d8b7-000a-4feb-812d-7a6c090308bf,Separators (Machines),https://linked-art.library.yale.edu/node/eeb3643a-5fb4-485e-8462-c77a21e0cff8,5301b234-96db-4a35-874d-a8ceda780149,,,"Separators is a general class, not a specific device.",scc0246_proposed_deletions.json
247,0aec7088-6ecc-453b-9778-755b2587cf68,Garden ornaments and furniture,https://linked-art.library.yale.edu/node/7868336d-fb13-402e-bfe6-ecdbaf22fa3c https://data.paul-mellon-centre.ac.uk/concept/cmjdw8ya,9481332f-92aa-4745-b6d7-82a46621d1df,<outdoor furniture by general type>,,Garden ornaments and furniture is broader than specific types.,scc0247_proposed_deletions.json
248,da1b11f9-2bea-44e7-943f-fa02d1d78baa,Iron salts,https://linked-art.library.yale.edu/node/f9cbb9cb-bdca-45c1-ac40-1f193612997b,2f5213c7-cb11-423d-980e-0af4ba6bd338,Ferrous salts,https://linked-art.library.yale.edu/node/dc002bfd-8e5e-4124-9ba3-108a43da9894 https://linked-art.library.yale.edu/node/ca652de9-5172-47ad-94f1-7e8fe87df8fa,Iron salts is broader than the specific Ferrous salts.,scc0248_proposed_deletions.json
249,c136d06b-5bb5-44bc-8664-83d1e0857238,Cervus elaphus,https://images.peabody.yale.edu/data/taxon/a/09/a0944508-6b55-4ec6-aecd-1f6d536159ad.json https://linked-art.library.yale.edu/node/858921ad-4b36-4ba9-9313-c4e4052a2315 https://linked-art.library.yale.edu/node/c6e254a7-c064-466a-9b5c-333ebd76cdbb https://linked-art.library.yale.edu/node/30314b6e-4854-4407-a300-58626e9b556a,e8a04dc3-d468-4097-9957-3ad62c4cbf88,Cervus,,"Genus is broader than species, not the reverse.",scc0249_proposed_deletions.json
